id_cliente,mes,idade,profissao,salario_anual,num_contas,num_cartoes,juros_emprestimo,num_emprestimos,dias_atraso,num_pagamentos_atrasados,num_verificacoes_credito,mix_credito,divida_total,taxa_uso_credito,idade_historico_credito,investimento_mensal,comportamento_pagamento,saldo_final_mes,score_credito,emprestimo_carro,emprestimo_casa,emprestimo_pessoal,emprestimo_credito,emprestimo_estudantil
9611,8,24.0,cientista,66502.76,0.0,6.0,1.0,2.0,29.0,10.0,2.0,Bom,276.91,35.513554292163526,231.0,70.98632215787447,alto_gasto_pagamento_medio,558.7602092882296,Poor,0,1,1,0,0
19380,1,33.0,gerente_midia,9444.795,7.0,8.0,28.0,6.0,21.0,11.0,7.0,Normal,1701.58,38.488310777988666,64.0,20.14142611542834,baixo_gasto_pagamento_baixo,254.8194468166045,Standard,1,1,0,1,1
19380,2,33.0,gerente_midia,9444.795,7.0,8.0,28.0,6.0,26.0,9.0,7.0,Normal,1701.58,35.18216453722452,65.0,20.14142611542834,baixo_gasto_pagamento_baixo,278.91521763708147,Standard,1,1,0,1,1
19380,3,33.0,gerente_midia,9444.795,7.0,8.0,28.0,6.0,26.0,11.0,7.0,Normal,1701.58,35.76303906644058,66.0,20.14142611542834,baixo_gasto_pagamento_alto,255.8600689763224,Poor,1,1,0,1,1
19380,4,33.0,gerente_midia,9444.795,7.0,8.0,28.0,6.0,31.0,11.0,7.0,Normal,1701.58,30.66682464138729,67.0,20.14142611542834,baixo_gasto_pagamento_baixo,276.0055174775193,Poor,1,1,0,1,1
19380,5,34.0,gerente_midia,9444.795,7.0,8.0,28.0,6.0,26.0,11.0,7.0,Normal,1701.58,33.20798894952766,68.0,20.14142611542834,baixo_gasto_pagamento_baixo,263.97182743928454,Poor,1,1,0,1,1
19380,6,34.0,gerente_midia,9444.795,7.0,8.0,28.0,6.0,25.0,12.0,7.0,Normal,1701.58,36.85162287961565,69.0,20.14142611542834,alto_gasto_pagamento_alto,277.2702485872498,Poor,1,1,0,1,1
19380,7,34.0,gerente_midia,9444.795,7.0,8.0,28.0,6.0,26.0,11.0,7.0,Normal,1701.58,38.818674559633095,70.0,20.14142611542834,baixo_gasto_pagamento_baixo,284.8397563006992,Poor,1,1,0,1,1
19380,8,34.0,gerente_midia,9444.795,7.0,8.0,28.0,6.0,26.0,11.0,7.0,Normal,1701.58,25.641616855236283,71.0,20.14142611542834,baixo_gasto_pagamento_medio,277.1796570548337,Poor,1,1,0,1,1
36469,1,46.0,medico,70112.78,1.0,7.0,3.0,2.0,5.0,3.0,2.0,Bom,877.06,36.976515807853495,298.0,91.72469159760522,baixo_gasto_pagamento_medio,376.06995104106215,Poor,0,1,0,0,1
36469,2,46.0,medico,70112.78,1.0,7.0,3.0,2.0,5.0,3.0,2.0,Bom,877.06,27.433201954021165,299.0,91.72469159760522,baixo_gasto_pagamento_medio,339.9341192202285,Standard,0,1,0,0,1
36469,3,46.0,medico,70112.78,1.0,7.0,3.0,2.0,5.0,3.0,2.0,Bom,877.06,29.764511841000708,300.0,91.72469159760522,baixo_gasto_pagamento_medio,263.39898493673024,Poor,0,1,0,0,1
36469,4,46.0,medico,70112.78,1.0,7.0,3.0,2.0,5.0,3.0,2.0,Bom,877.06,35.54211365424228,301.0,91.72469159760522,baixo_gasto_pagamento_medio,268.00280240883666,Poor,0,1,0,0,1
36469,5,46.0,medico,70112.78,1.0,7.0,3.0,2.0,3.0,4.0,5.0,Bom,877.06,35.441895017675634,302.0,91.72469159760522,alto_gasto_pagamento_alto,674.3818997141353,Poor,0,1,0,0,1
36469,6,46.0,medico,70112.78,1.0,7.0,3.0,2.0,7.0,3.0,5.0,Bom,877.06,33.513101916282466,303.0,91.72469159760522,alto_gasto_pagamento_alto,666.7678119102999,Poor,0,1,0,0,1
36469,7,46.0,medico,70112.78,1.0,7.0,3.0,2.0,5.0,1.0,5.0,Bom,877.06,39.90739755239521,304.0,91.72469159760522,alto_gasto_pagamento_medio,656.7110598975299,Poor,0,1,0,0,1
36469,8,47.0,medico,70112.78,1.0,7.0,3.0,2.0,5.0,3.0,5.0,Bom,877.06,34.29779849869348,305.0,91.72469159760522,alto_gasto_pagamento_medio,594.1043801848197,Poor,0,1,0,0,1
3989,1,17.0,empresario,15604.56,9.0,5.0,25.0,3.0,27.0,23.0,10.0,Ruim,2686.18,37.27594077649611,233.0,25.98696170316056,baixo_gasto_pagamento_alto,277.8125250032265,Poor,0,1,0,0,0
3989,2,17.0,empresario,15604.56,9.0,5.0,25.0,3.0,27.0,23.0,10.0,Ruim,2686.18,31.09297235499317,233.0,25.98696170316056,baixo_gasto_pagamento_baixo,325.1468580607782,Poor,0,1,0,0,0
3989,3,17.0,empresario,15604.56,9.0,5.0,25.0,3.0,27.0,23.0,10.0,Ruim,2686.18,27.39811577742979,234.0,25.98696170316056,baixo_gasto_pagamento_alto,314.98656126202343,Poor,0,1,0,0,0
3989,4,17.0,empresario,15604.56,9.0,5.0,25.0,3.0,27.0,23.0,13.0,Ruim,2686.18,37.98187464065877,235.0,25.98696170316056,baixo_gasto_pagamento_baixo,221.96485199154915,Poor,0,1,0,0,0
3989,5,17.0,empresario,15604.56,9.0,5.0,25.0,3.0,31.0,24.0,13.0,Ruim,2686.18,37.20855787781488,236.0,25.98696170316056,alto_gasto_pagamento_baixos,298.6828974781552,Poor,0,1,0,0,0
3989,6,17.0,empresario,15604.56,9.0,5.0,25.0,3.0,31.0,23.0,13.0,Ruim,2686.18,38.61447028273575,237.0,25.98696170316056,alto_gasto_pagamento_baixos,335.03868815413347,Poor,0,1,0,0,0
3989,7,17.0,empresario,15604.56,9.0,5.0,25.0,3.0,29.0,23.0,13.0,Ruim,2686.18,26.80881791942194,238.0,25.98696170316056,baixo_gasto_pagamento_medio,256.13134723613683,Standard,0,1,0,0,0
3989,8,17.0,empresario,15604.56,9.0,5.0,25.0,3.0,27.0,23.0,13.0,Ruim,2686.18,35.184081848501954,239.0,25.98696170316056,baixo_gasto_pagamento_baixo,298.9116613286117,Standard,0,1,0,0,0
16424,1,36.0,gerente,68935.26,1.0,5.0,8.0,3.0,18.0,6.0,4.0,Bom,457.81,23.06996228225421,304.0,37.17466132062248,alto_gasto_pagamento_medio,490.5581022140402,Good,1,0,1,1,0
16424,2,36.0,gerente,68935.26,1.0,5.0,8.0,3.0,14.0,8.0,4.0,Bom,457.81,34.69013758751347,305.0,37.17466132062248,alto_gasto_pagamento_medio,584.1471399311013,Good,1,0,1,1,0
16424,3,36.0,gerente,68935.26,1.0,5.0,8.0,3.0,14.0,9.0,4.0,Bom,457.81,37.452093977798384,306.0,37.17466132062248,alto_gasto_pagamento_medio,209.39508337320632,Good,1,0,1,1,0
16424,4,36.0,gerente,68935.26,1.0,5.0,8.0,3.0,14.0,5.0,4.0,Bom,457.81,27.604759498233605,307.0,37.17466132062248,alto_gasto_pagamento_medio,484.0259087597877,Good,1,0,1,1,0
16424,5,37.0,gerente,68935.26,1.0,5.0,8.0,3.0,17.0,6.0,4.0,Bom,457.81,36.53246991522148,308.0,37.17466132062248,alto_gasto_pagamento_baixos,337.230059932491,Good,1,0,1,1,0
16424,6,37.0,gerente,68935.26,1.0,5.0,8.0,3.0,14.0,3.0,4.0,Bom,457.81,36.50307552021688,309.0,37.17466132062248,alto_gasto_pagamento_medio,536.247709610885,Good,1,0,1,1,0
16424,7,37.0,gerente,68935.26,1.0,5.0,8.0,3.0,14.0,6.0,5.0,Bom,457.81,26.17545188637746,310.0,37.17466132062248,alto_gasto_pagamento_alto,612.9310046774283,Good,1,0,1,1,0
16424,8,37.0,gerente,68935.26,1.0,5.0,8.0,3.0,12.0,9.0,5.0,Bom,457.81,26.82103884348492,311.0,37.17466132062248,alto_gasto_pagamento_alto,651.8895300303623,Good,1,0,1,1,0
36280,1,42.0,medico,31807.0,8.0,3.0,14.0,2.0,21.0,8.0,1.0,Normal,611.04,24.10101884464528,241.0,32.15559293309028,baixo_gasto_pagamento_baixo,332.52063535250585,Standard,0,1,0,0,1
36280,2,42.0,medico,31807.0,8.0,3.0,14.0,2.0,17.0,8.0,1.0,Normal,611.04,29.95563613410583,242.0,32.15559293309028,alto_gasto_pagamento_alto,418.0107352214817,Standard,0,1,0,0,1
36280,3,42.0,medico,31807.0,8.0,3.0,14.0,2.0,17.0,8.0,1.0,Normal,611.04,23.411434470120675,243.0,32.15559293309028,baixo_gasto_pagamento_baixo,349.88354605108634,Standard,0,1,0,0,1
36280,4,42.0,medico,31807.0,8.0,3.0,14.0,2.0,21.0,8.0,1.0,Normal,611.04,27.067053629542738,244.0,32.15559293309028,alto_gasto_pagamento_medio,455.6490495378687,Good,0,1,0,0,1
36280,5,42.0,medico,31807.0,8.0,3.0,14.0,2.0,12.0,8.0,1.0,Normal,611.04,33.56369078454728,245.0,32.15559293309028,alto_gasto_pagamento_baixos,338.4545682042577,Good,0,1,0,0,1
36280,6,42.0,medico,31807.0,8.0,3.0,14.0,2.0,17.0,11.0,1.0,Normal,611.04,25.15308481566621,246.0,32.15559293309028,baixo_gasto_pagamento_baixo,382.96979697543566,Good,0,1,0,0,1
36280,7,42.0,medico,31807.0,8.0,3.0,14.0,2.0,18.0,8.0,1.0,Normal,611.04,32.96827475415048,247.0,32.15559293309028,baixo_gasto_pagamento_alto,304.8561042328596,Good,0,1,0,0,1
36280,8,42.0,medico,31807.0,8.0,3.0,14.0,2.0,20.0,8.0,1.0,Normal,611.04,40.66511242469252,248.0,32.15559293309028,alto_gasto_pagamento_alto,442.5277660963545,Good,0,1,0,0,1
7779,1,36.0,musico,10025.2,10.0,10.0,21.0,7.0,23.0,14.0,12.0,Normal,1409.58,36.61446866267692,183.0,33.06825133130279,baixo_gasto_pagamento_baixo,216.1538873456741,Poor,1,1,1,1,0
7779,2,36.0,musico,10025.2,10.0,10.0,21.0,7.0,23.0,14.0,12.0,Normal,1409.58,37.44166625275271,184.0,33.06825133130279,baixo_gasto_pagamento_baixo,290.7693067739349,Poor,1,1,1,1,0
7779,3,36.0,musico,10025.2,10.0,10.0,21.0,7.0,23.0,14.0,12.0,Normal,1409.58,28.829568248317976,185.0,33.06825133130279,baixo_gasto_pagamento_alto,253.7176246333281,Poor,1,1,1,1,0
7779,4,36.0,musico,10025.2,10.0,10.0,21.0,7.0,27.0,11.0,12.0,Normal,1409.58,36.18180913779685,186.0,33.06825133130279,baixo_gasto_pagamento_baixo,291.52941396963973,Poor,1,1,1,1,0
7779,5,36.0,musico,10025.2,10.0,10.0,21.0,7.0,23.0,14.0,12.0,Normal,1409.58,30.80777957961144,187.0,33.06825133130279,baixo_gasto_pagamento_baixo,311.9552778558232,Poor,1,1,1,1,0
7779,6,36.0,musico,10025.2,10.0,10.0,21.0,7.0,23.0,14.0,12.0,Normal,1409.58,37.58702290097904,188.0,33.06825133130279,baixo_gasto_pagamento_baixo,313.6858345974341,Poor,1,1,1,1,0
7779,7,37.0,musico,10025.2,10.0,10.0,21.0,7.0,23.0,14.0,12.0,Normal,1409.58,27.181009262288622,189.0,33.06825133130279,baixo_gasto_pagamento_baixo,315.1822311768463,Poor,1,1,1,1,0
7779,8,37.0,musico,10025.2,10.0,10.0,21.0,7.0,23.0,14.0,12.0,Normal,1409.58,33.96409431796656,190.0,33.06825133130279,baixo_gasto_pagamento_baixo,211.82776253302217,Poor,1,1,1,1,0
18760,1,39.0,gerente_midia,64036.88,8.0,4.0,15.0,4.0,29.0,15.0,4.0,Normal,1635.19,37.26919580180504,92.0,93.1196340949682,baixo_gasto_pagamento_baixo,245.95223950810544,Standard,0,1,1,1,0
18760,2,39.0,gerente_midia,64036.88,8.0,4.0,15.0,4.0,29.0,17.0,4.0,Normal,1635.19,30.47750689504453,93.0,93.1196340949682,baixo_gasto_pagamento_medio,403.37301419979286,Standard,0,1,1,1,0
18760,3,39.0,gerente_midia,64036.88,8.0,4.0,15.0,4.0,26.0,15.0,4.0,Normal,1635.19,39.58268407682756,94.0,93.1196340949682,alto_gasto_pagamento_alto,578.1949712412844,Standard,0,1,1,1,0
18760,4,39.0,gerente_midia,64036.88,8.0,4.0,15.0,4.0,29.0,15.0,4.0,Normal,1635.19,32.85935458022523,95.0,93.1196340949682,baixo_gasto_pagamento_medio,413.3385008892511,Standard,0,1,1,1,0
18760,5,39.0,gerente_midia,64036.88,8.0,4.0,15.0,4.0,31.0,15.0,4.0,Normal,1635.19,34.17436021991849,96.0,93.1196340949682,baixo_gasto_pagamento_medio,302.3299106080711,Standard,0,1,1,1,0
18760,6,39.0,gerente_midia,64036.88,8.0,4.0,15.0,4.0,29.0,15.0,4.0,Normal,1635.19,37.68110354386046,97.0,93.1196340949682,alto_gasto_pagamento_alto,608.441418965617,Standard,0,1,1,1,0
18760,7,39.0,gerente_midia,64036.88,8.0,4.0,15.0,4.0,29.0,15.0,4.0,Normal,1635.19,41.59854443553787,98.0,93.1196340949682,alto_gasto_pagamento_baixos,549.3746327332364,Standard,0,1,1,1,0
18760,8,39.0,gerente_midia,64036.88,8.0,4.0,15.0,4.0,31.0,15.0,9.0,Normal,1635.19,34.810104931502764,99.0,93.1196340949682,baixo_gasto_pagamento_alto,434.14925136450864,Standard,0,1,1,1,0
50043,1,29.0,professor,9783.245,8.0,6.0,29.0,8.0,45.0,19.0,7.0,Ruim,1684.06,32.48217556176973,221.0,31.69155149435552,baixo_gasto_pagamento_baixo,233.2348839482613,Poor,1,1,0,1,0
50043,2,29.0,professor,9783.245,8.0,6.0,29.0,8.0,45.0,19.0,7.0,Ruim,1684.06,35.81234018215737,222.0,31.69155149435552,baixo_gasto_pagamento_medio,230.1643827130442,Standard,1,1,0,1,0
50043,3,29.0,professor,9783.245,8.0,6.0,29.0,8.0,48.0,18.0,7.0,Ruim,1684.06,36.56831664569934,223.0,31.69155149435552,baixo_gasto_pagamento_baixo,293.44243006794824,Poor,1,1,0,1,0
50043,4,29.0,professor,9783.245,8.0,6.0,29.0,8.0,42.0,17.0,7.0,Ruim,1684.06,36.002607228790495,224.0,31.69155149435552,baixo_gasto_pagamento_medio,237.20433082578265,Poor,1,1,0,1,0
50043,5,29.0,professor,9783.245,8.0,6.0,29.0,8.0,50.0,16.0,7.0,Ruim,1684.06,39.306740584965546,225.0,31.69155149435552,alto_gasto_pagamento_baixos,266.2963565021015,Poor,1,1,0,1,0
50043,6,30.0,professor,9783.245,8.0,6.0,29.0,8.0,45.0,17.0,7.0,Ruim,1684.06,33.39004369148435,226.0,31.69155149435552,baixo_gasto_pagamento_baixo,207.482351598944,Poor,1,1,0,1,0
50043,7,30.0,professor,9783.245,8.0,6.0,29.0,8.0,45.0,17.0,7.0,Ruim,1684.06,26.63082668587639,227.0,31.69155149435552,baixo_gasto_pagamento_baixo,243.3412073180544,Poor,1,1,0,1,0
50043,8,30.0,professor,9783.245,8.0,6.0,29.0,8.0,45.0,17.0,7.0,Ruim,1684.06,24.464831212135373,228.0,31.69155149435552,baixo_gasto_pagamento_baixo,259.4070516958892,Poor,1,1,0,1,0
4044,1,22.0,contador,86522.72,8.0,5.0,13.0,1.0,17.0,10.0,8.0,Normal,455.22,39.76005143512123,332.0,89.48137723569094,alto_gasto_pagamento_alto,808.6933307272142,Standard,0,0,0,0,1
4044,2,22.0,contador,86522.72,8.0,5.0,13.0,1.0,14.0,9.0,8.0,Normal,455.22,29.33748967668283,333.0,89.48137723569094,alto_gasto_pagamento_medio,774.7211839691482,Standard,0,0,0,0,1
4044,3,22.0,contador,86522.72,8.0,5.0,13.0,1.0,14.0,10.0,8.0,Normal,455.22,35.72838675553982,334.0,89.48137723569094,alto_gasto_pagamento_baixos,627.3828524114306,Standard,0,0,0,0,1
4044,4,22.0,contador,86522.72,8.0,5.0,13.0,1.0,14.0,10.0,8.0,Normal,455.22,31.594591571142736,335.0,89.48137723569094,alto_gasto_pagamento_baixos,602.3245823376146,Standard,0,0,0,0,1
4044,5,22.0,contador,86522.72,8.0,5.0,13.0,1.0,14.0,10.0,8.0,Normal,455.22,29.96454401315236,336.0,89.48137723569094,baixo_gasto_pagamento_alto,752.4310358732151,Standard,0,0,0,0,1
4044,6,22.0,contador,86522.72,8.0,5.0,13.0,1.0,14.0,8.0,8.0,Normal,455.22,41.342234176572816,337.0,89.48137723569094,alto_gasto_pagamento_alto,724.8495655132782,Standard,0,0,0,0,1
4044,7,22.0,contador,86522.72,8.0,5.0,13.0,1.0,16.0,13.0,8.0,Normal,455.22,28.476740116947106,338.0,89.48137723569094,baixo_gasto_pagamento_medio,471.6095636895436,Standard,0,0,0,0,1
4044,8,22.0,contador,86522.72,8.0,5.0,13.0,1.0,14.0,8.0,13.0,Normal,455.22,33.04000293842981,339.0,89.48137723569094,baixo_gasto_pagamento_baixo,376.5880357980152,Standard,0,0,0,0,1
25806,1,21.0,advogado,124419.66,3.0,4.0,11.0,4.0,13.0,9.0,0.0,Bom,923.85,32.05791073884322,383.0,128.83379033854095,alto_gasto_pagamento_medio,589.3015246068728,Standard,0,1,0,0,0
25806,2,21.0,advogado,124419.66,3.0,4.0,11.0,4.0,13.0,8.0,0.0,Bom,923.85,25.893280647385897,384.0,128.83379033854095,alto_gasto_pagamento_medio,764.441619190044,Good,0,1,0,0,0
25806,3,21.0,advogado,124419.66,3.0,4.0,11.0,4.0,13.0,8.0,0.0,Bom,923.85,25.091732993096105,385.0,128.83379033854095,baixo_gasto_pagamento_medio,468.499680066798,Standard,0,1,0,0,0
25806,4,21.0,advogado,124419.66,3.0,4.0,11.0,4.0,13.0,8.0,0.0,Bom,923.85,39.67477939869149,386.0,128.83379033854095,baixo_gasto_pagamento_medio,497.621923439762,Good,0,1,0,0,0
25806,5,21.0,advogado,124419.66,3.0,4.0,11.0,4.0,13.0,8.0,0.0,Bom,923.85,39.848597748273015,387.0,128.83379033854095,alto_gasto_pagamento_baixos,252.26497568475725,Standard,0,1,0,0,0
25806,6,21.0,advogado,124419.66,3.0,4.0,11.0,4.0,16.0,8.0,0.0,Bom,923.85,32.81519327043116,388.0,128.83379033854095,alto_gasto_pagamento_medio,542.9628287931058,Standard,0,1,0,0,0
25806,7,21.0,advogado,124419.66,3.0,4.0,11.0,4.0,9.0,10.0,0.0,Bom,923.85,27.446584110863423,389.0,128.83379033854095,alto_gasto_pagamento_medio,659.3845412285783,Standard,0,1,0,0,0
25806,8,21.0,advogado,124419.66,3.0,4.0,11.0,4.0,18.0,8.0,0.0,Bom,923.85,34.32406368719541,390.0,128.83379033854095,alto_gasto_pagamento_alto,784.3451524910582,Standard,0,1,0,0,0
38260,1,50.0,empresario,15606.515,3.0,4.0,6.0,4.0,8.0,1.0,2.0,Bom,257.85,30.061262796232825,395.0,11.912535825073387,alto_gasto_pagamento_alto,315.9153832989802,Poor,0,0,1,0,1
38260,2,50.0,empresario,15606.515,3.0,4.0,6.0,4.0,7.0,1.0,2.0,Bom,257.85,33.83458662034514,396.0,11.912535825073387,baixo_gasto_pagamento_alto,274.3616400687996,Poor,0,0,1,0,1
38260,3,50.0,empresario,15606.515,3.0,4.0,6.0,4.0,7.0,1.0,2.0,Bom,257.85,29.054783770623487,397.0,11.912535825073387,baixo_gasto_pagamento_medio,256.95490276335585,Poor,0,0,1,0,1
38260,4,50.0,empresario,15606.515,3.0,4.0,6.0,4.0,7.0,1.0,2.0,Bom,257.85,31.79140125291137,398.0,11.912535825073387,alto_gasto_pagamento_baixos,311.83479340242246,Poor,0,0,1,0,1
38260,5,50.0,empresario,15606.515,3.0,4.0,6.0,4.0,7.0,1.0,2.0,Bom,257.85,26.326814573100208,399.0,11.912535825073387,alto_gasto_pagamento_baixos,305.21899638952414,Standard,0,0,1,0,1
38260,6,50.0,empresario,15606.515,3.0,4.0,6.0,4.0,12.0,0.0,2.0,Bom,257.85,34.192967841034346,400.0,11.912535825073387,baixo_gasto_pagamento_baixo,261.56549826216013,Standard,0,0,1,0,1
38260,7,50.0,empresario,15606.515,3.0,4.0,6.0,4.0,7.0,1.0,2.0,Bom,257.85,38.165091581133815,401.0,11.912535825073387,alto_gasto_pagamento_medio,304.65365070546164,Poor,0,0,1,0,1
38260,8,50.0,empresario,15606.515,3.0,4.0,6.0,4.0,7.0,3.0,2.0,Bom,257.85,39.19138694392357,402.0,11.912535825073387,baixo_gasto_pagamento_baixo,327.9951419553554,Poor,0,0,1,0,1
48264,1,24.0,desenvolvedor,28230.92,8.0,6.0,32.0,7.0,49.0,17.0,11.0,Ruim,2989.13,28.35377488118356,82.0,47.014391071601416,baixo_gasto_pagamento_baixo,162.54844613922046,Standard,0,1,1,1,0
48264,2,24.0,desenvolvedor,28230.92,8.0,6.0,32.0,7.0,49.0,16.0,11.0,Ruim,2989.13,30.32802112977132,83.0,47.014391071601416,baixo_gasto_pagamento_baixo,97.4332153421192,Standard,0,1,1,1,0
48264,3,24.0,desenvolvedor,28230.92,8.0,6.0,32.0,7.0,49.0,19.0,14.0,Ruim,2989.13,31.634433433963338,84.0,47.014391071601416,alto_gasto_pagamento_baixos,298.9621477149672,Standard,0,1,1,1,0
48264,4,24.0,desenvolvedor,28230.92,8.0,6.0,32.0,7.0,49.0,16.0,11.0,Ruim,2989.13,34.110604845643905,85.0,47.014391071601416,baixo_gasto_pagamento_alto,169.95731868337666,Standard,0,1,1,1,0
48264,5,24.0,desenvolvedor,28230.92,8.0,6.0,32.0,7.0,49.0,16.0,11.0,Ruim,2989.13,36.07550414183525,86.0,47.014391071601416,baixo_gasto_pagamento_alto,161.23418118783874,Standard,0,1,1,1,0
48264,6,24.0,desenvolvedor,28230.92,8.0,6.0,32.0,7.0,45.0,16.0,14.0,Ruim,2989.13,26.00590563606488,87.0,47.014391071601416,baixo_gasto_pagamento_baixo,97.78545782725811,Standard,0,1,1,1,0
48264,7,24.0,desenvolvedor,28230.92,8.0,6.0,32.0,7.0,51.0,19.0,14.0,Ruim,2989.13,33.96678141065958,88.0,47.014391071601416,baixo_gasto_pagamento_medio,294.9598191438023,Standard,0,1,1,1,0
48264,8,25.0,desenvolvedor,28230.92,8.0,6.0,32.0,7.0,49.0,16.0,14.0,Ruim,2989.13,38.636071137281625,89.0,47.014391071601416,alto_gasto_pagamento_medio,245.07149265696967,Standard,0,1,1,1,0
26139,1,28.0,desenvolvedor,10623.765,6.0,3.0,18.0,3.0,7.0,12.0,7.0,Normal,181.68,25.24975771651804,188.0,21.04730907454246,baixo_gasto_pagamento_baixo,319.69415331682234,Standard,0,1,1,0,0
26139,2,28.0,desenvolvedor,10623.765,6.0,3.0,18.0,3.0,7.0,12.0,7.0,Normal,181.68,32.99101555874744,188.0,21.04730907454246,alto_gasto_pagamento_alto,281.9687859653875,Standard,0,1,1,0,0
26139,3,29.0,desenvolvedor,10623.765,6.0,3.0,18.0,3.0,7.0,12.0,7.0,Normal,181.68,30.252417046191248,189.0,21.04730907454246,baixo_gasto_pagamento_baixo,317.7363200921428,Standard,0,1,1,0,0
26139,4,29.0,desenvolvedor,10623.765,6.0,3.0,18.0,3.0,7.0,9.0,7.0,Normal,181.68,36.73851076116093,190.0,21.04730907454246,baixo_gasto_pagamento_medio,310.6759798561327,Standard,0,1,1,0,0
26139,5,29.0,desenvolvedor,10623.765,6.0,3.0,18.0,3.0,3.0,12.0,7.0,Normal,181.68,32.39269322268779,191.0,21.04730907454246,baixo_gasto_pagamento_baixo,246.8726828420061,Standard,0,1,1,0,0
26139,6,29.0,desenvolvedor,10623.765,6.0,3.0,18.0,3.0,7.0,13.0,7.0,Normal,181.68,29.410015646583872,192.0,21.04730907454246,baixo_gasto_pagamento_baixo,307.6376701108398,Standard,0,1,1,0,0
26139,7,29.0,desenvolvedor,10623.765,6.0,3.0,18.0,3.0,2.0,10.0,7.0,Normal,181.68,38.3455438742666,193.0,21.04730907454246,alto_gasto_pagamento_baixos,260.7664223244517,Standard,0,1,1,0,0
26139,8,29.0,desenvolvedor,10623.765,6.0,3.0,18.0,3.0,9.0,12.0,7.0,Normal,181.68,33.47170532411978,194.0,21.04730907454246,baixo_gasto_pagamento_baixo,241.17040082871864,Standard,0,1,1,0,0
3153,1,19.0,professor,11970.955,8.0,4.0,7.0,2.0,26.0,8.0,1.0,Normal,889.62,33.26282622684617,311.0,39.11298920131493,alto_gasto_pagamento_baixos,317.64516584369886,Standard,0,0,0,1,0
3153,2,19.0,professor,11970.955,8.0,4.0,7.0,2.0,31.0,8.0,1.0,Normal,889.62,33.846693698915985,312.0,39.11298920131493,baixo_gasto_pagamento_baixo,282.1291283960069,Standard,0,0,0,1,0
3153,3,19.0,professor,11970.955,8.0,4.0,7.0,2.0,26.0,8.0,1.0,Normal,889.62,28.07761032091489,313.0,39.11298920131493,baixo_gasto_pagamento_medio,332.0787566172673,Standard,0,0,0,1,0
3153,4,19.0,professor,11970.955,8.0,4.0,7.0,2.0,31.0,8.0,1.0,Normal,889.62,39.22939642804391,314.0,39.11298920131493,baixo_gasto_pagamento_baixo,327.0162050417305,Standard,0,0,0,1,0
3153,5,19.0,professor,11970.955,8.0,4.0,7.0,2.0,26.0,5.0,1.0,Normal,889.62,25.762191071028127,315.0,39.11298920131493,baixo_gasto_pagamento_medio,275.22956041294447,Standard,0,0,0,1,0
3153,6,19.0,professor,11970.955,8.0,4.0,7.0,2.0,26.0,7.0,1.0,Normal,889.62,30.592688977179165,316.0,39.11298920131493,baixo_gasto_pagamento_medio,318.2377800831562,Standard,0,0,0,1,0
3153,7,19.0,professor,11970.955,8.0,4.0,7.0,2.0,22.0,8.0,1.0,Normal,889.62,39.93833280329265,317.0,39.11298920131493,baixo_gasto_pagamento_baixo,296.7741288242464,Standard,0,0,0,1,0
3153,8,19.0,professor,11970.955,8.0,4.0,7.0,2.0,26.0,8.0,1.0,Normal,889.62,30.744100601662588,318.0,39.11298920131493,alto_gasto_pagamento_baixos,322.95977443508417,Standard,0,0,0,1,0
38198,1,40.0,gerente,112362.76,4.0,4.0,5.0,4.0,25.0,20.0,2.0,Normal,1358.65,42.06028305745087,278.0,119.96178536493608,alto_gasto_pagamento_alto,767.9551331127998,Standard,0,1,1,0,0
38198,2,40.0,gerente,112362.76,4.0,4.0,5.0,4.0,26.0,20.0,2.0,Normal,1358.65,36.57227198422368,279.0,119.96178536493608,alto_gasto_pagamento_alto,740.1321965994458,Standard,0,1,1,0,0
38198,3,40.0,gerente,112362.76,4.0,4.0,5.0,4.0,25.0,20.0,2.0,Normal,1358.65,32.737038460827144,280.0,119.96178536493608,alto_gasto_pagamento_medio,686.108979619607,Standard,0,1,1,0,0
38198,4,40.0,gerente,112362.76,4.0,4.0,5.0,4.0,25.0,20.0,2.0,Normal,1358.65,33.71460371195642,281.0,119.96178536493608,alto_gasto_pagamento_medio,795.0280749643982,Standard,0,1,1,0,0
38198,5,40.0,gerente,112362.76,4.0,4.0,5.0,4.0,30.0,19.0,2.0,Normal,1358.65,26.143136614746624,282.0,119.96178536493608,baixo_gasto_pagamento_medio,715.063155787092,Poor,0,1,1,0,0
38198,6,40.0,gerente,112362.76,4.0,4.0,5.0,4.0,27.0,20.0,2.0,Normal,1358.65,31.40208792515732,283.0,119.96178536493608,alto_gasto_pagamento_alto,727.4512361532236,Poor,0,1,1,0,0
38198,7,40.0,gerente,112362.76,4.0,4.0,5.0,4.0,25.0,17.0,2.0,Normal,1358.65,29.914524259255,284.0,119.96178536493608,baixo_gasto_pagamento_medio,546.9791062039145,Standard,0,1,1,0,0
38198,8,41.0,gerente,112362.76,4.0,4.0,5.0,4.0,25.0,20.0,2.0,Normal,1358.65,41.12672063145665,285.0,119.96178536493608,alto_gasto_pagamento_alto,811.7168901735283,Standard,0,1,1,0,0
50592,1,20.0,gerente,33335.24,1.0,6.0,8.0,1.0,1.0,7.0,4.0,Bom,1226.23,30.98273420726421,254.0,22.44818431552221,baixo_gasto_pagamento_medio,476.33524637454383,Standard,0,0,0,0,1
